ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
18023	¿À¼ºº¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18024	319	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18024	¿À¼ºº¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18025	320	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18025	¿À¼ºº¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18026	321	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18026	¿À¼ºº¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18027	322	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18027	¿À¼ºº¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18028	323	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18028	¿À¼ºº¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18029	324	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18029	¿À¼ºº¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18030	ÀüÈ²º¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18031	316	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18031	ÀüÈ²º¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18032	317	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18032	ÀüÈ²º¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18033	318	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18033	ÀüÈ²º¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18034	319	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18034	ÀüÈ²º¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18035	320	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18035	ÀüÈ²º¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18036	321	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18036	ÀüÈ²º¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18037	322	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18037	ÀüÈ²º¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18038	323	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18038	ÀüÈ²º¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18039	324	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18039	ÀüÈ²º¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18040	ÁöÈ²º¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18041	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18041	ÁöÈ²º¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18042	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18042	ÁöÈ²º¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18043	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18043	ÁöÈ²º¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18044	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18044	ÁöÈ²º¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18045	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18045	ÁöÈ²º¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18046	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18046	ÁöÈ²º¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18047	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18047	ÁöÈ²º¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18048	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18048	ÁöÈ²º¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18049	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18049	ÁöÈ²º¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18050	È«·ûº¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18051	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18051	È«·ûº¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18052	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18052	È«·ûº¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18053	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18053	È«·ûº¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18054	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18054	È«·ûº¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18055	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18055	È«·ûº¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18056	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18056	È«·ûº¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18057	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18057	È«·ûº¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18058	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18058	È«·ûº¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18059	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18059	È«·ûº¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18060	Ã»°¢º¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18061	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18061	Ã»°¢º¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18062	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18062	Ã»°¢º¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18063	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18063	Ã»°¢º¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18064	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18064	Ã»°¢º¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18065	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18065	Ã»°¢º¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18066	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18066	Ã»°¢º¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18067	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18067	Ã»°¢º¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18068	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18068	Ã»°¢º¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18069	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18069	Ã»°¢º¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18070	Ä¥¼ºº¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18071	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18071	Ä¥¼ºº¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18072	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18072	Ä¥¼ºº¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18073	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18073	Ä¥¼ºº¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18074	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18074	Ä¥¼ºº¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18075	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18075	Ä¥¼ºº¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18076	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18076	Ä¥¼ºº¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18077	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18077	Ä¥¼ºº¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18078	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18078	Ä¥¼ºº¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18079	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18079	Ä¥¼ºº¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18080	¿ÀÈ²º¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18081	601	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18081	¿ÀÈ²º¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18082	602	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18082	¿ÀÈ²º¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18083	603	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18083	¿ÀÈ²º¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18084	604	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18084	¿ÀÈ²º¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18085	605	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18085	¿ÀÈ²º¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18086	606	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18086	¿ÀÈ²º¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18087	607	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18087	¿ÀÈ²º¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18088	608	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18088	¿ÀÈ²º¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18089	609	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18089	¿ÀÈ²º¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18090	³ú±¤º¹´ë+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18091	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18091	³ú±¤º¹´ë+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18092	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18092	³ú±¤º¹´ë+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18093	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18093	³ú±¤º¹´ë+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18094	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18094	³ú±¤º¹´ë+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18095	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18095	³ú±¤º¹´ë+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18096	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18096	³ú±¤º¹´ë+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18097	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18097	³ú±¤º¹´ë+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18098	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18098	³ú±¤º¹´ë+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18099	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18099	³ú±¤º¹´ë+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WOLFMAN	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18900	ÀûÈ­¼®	ITEM_USE	USE_PUT_INTO_BELT_SOCKET	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
19040	¿µ¿õÀÇ ÁõÇ¥	ITEM_UNIQUE	UNIQUE_NONE	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_UNDEAD	25	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
19041	¿µ¿õÀÇ ÁõÇ¥	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP|ANTI_GIVE|ANTI_MYSHOP|ANTI_SAFEBOX	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	3600	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATTBONUS_STONE	5	APPLY_ATTBONUS_UNDEAD	5	APPLY_ATTBONUS_DEVIL	5	APPLY_ATTBONUS_MONSTER	10	0	0	0	0	0	0	0	0	0
19042	¿µ¿õÀÇ ÁõÇ¥	ITEM_UNIQUE	UNIQUE_NONE	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_MAX_HP	2000	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
19070	FischTruhe	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
